file,topic_id,topic,level,question,type,answer
t09_h.md,09,Природопользование и геоэкология,Высокий,28,context_single,D
t09_h.md,09,Природопользование и геоэкология,Высокий,29,context_single,C
t09_h.md,09,Природопользование и геоэкология,Высокий,30,context_single,D
t09_h.md,09,Природопользование и геоэкология,Высокий,31,multi,BD
t09_h.md,09,Природопользование и геоэкология,Высокий,32,multi,BD
t09_h.md,09,Природопользование и геоэкология,Высокий,33,multi,AD
t09_h.md,09,Природопользование и геоэкология,Высокий,34,multi,AB
t09_h.md,09,Природопользование и геоэкология,Высокий,35,multi,AB
t09_h.md,09,Природопользование и геоэкология,Высокий,36,match,"1-C, 2-B, 3-A, 4-D"
t09_h.md,09,Природопользование и геоэкология,Высокий,37,match,"1-A, 2-B, 3-C, 4-D"
t09_h.md,09,Природопользование и геоэкология,Высокий,38,match,"1-A, 2-D, 3-B, 4-C"
t09_h.md,09,Природопользование и геоэкология,Высокий,39,match,"1-D, 2-A, 3-C, 4-B"
t09_h.md,09,Природопользование и геоэкология,Высокий,40,match,"1-D, 2-A, 3-C, 4-B"
t10_b.md,10,Основы геоэкологических исследований,Базовый,1,single,B
t10_b.md,10,Основы геоэкологических исследований,Базовый,2,single,B
t10_b.md,10,Основы геоэкологических исследований,Базовый,3,single,A
t10_b.md,10,Основы геоэкологических исследований,Базовый,4,single,B
t10_b.md,10,Основы геоэкологических исследований,Базовый,5,single,D
t10_b.md,10,Основы геоэкологических исследований,Базовый,6,single,D
t10_b.md,10,Основы геоэкологических исследований,Базовый,7,single,A
t10_b.md,10,Основы геоэкологических исследований,Базовый,8,single,C
t10_b.md,10,Основы геоэкологических исследований,Базовый,9,single,C
t10_b.md,10,Основы геоэкологических исследований,Базовый,10,single,C
t10_b.md,10,Основы геоэкологических исследований,Базовый,11,single,B
t10_b.md,10,Основы геоэкологических исследований,Базовый,12,single,C
t10_b.md,10,Основы геоэкологических исследований,Базовый,13,single,D
t10_b.md,10,Основы геоэкологических исследований,Базовый,14,single,B
t10_b.md,10,Основы геоэкологических исследований,Базовый,15,single,B
t10_b.md,10,Основы геоэкологических исследований,Базовый,16,single,D
t10_b.md,10,Основы геоэкологических исследований,Базовый,17,single,C
t10_b.md,10,Основы геоэкологических исследований,Базовый,18,single,D
t10_b.md,10,Основы геоэкологических исследований,Базовый,19,single,D
t10_b.md,10,Основы геоэкологических исследований,Базовый,20,single,A
t10_b.md,10,Основы геоэкологических исследований,Базовый,21,single,C
t10_b.md,10,Основы геоэкологических исследований,Базовый,22,single,B
t10_b.md,10,Основы геоэкологических исследований,Базовый,23,single,B
t10_b.md,10,Основы геоэкологических исследований,Базовый,24,single,B
t10_b.md,10,Основы геоэкологических исследований,Базовый,25,single,A
t10_b.md,10,Основы геоэкологических исследований,Базовый,26,context_single,D
t10_b.md,10,Основы геоэкологических исследований,Базовый,27,context_single,C
t10_b.md,10,Основы геоэкологических исследований,Базовый,28,context_single,C
t10_b.md,10,Основы геоэкологических исследований,Базовый,29,context_single,C
t10_b.md,10,Основы геоэкологических исследований,Базовый,30,context_single,C
t10_b.md,10,Основы геоэкологических исследований,Базовый,31,multi,AD
t10_b.md,10,Основы геоэкологических исследований,Базовый,32,multi,AC
t10_b.md,10,Основы геоэкологических исследований,Базовый,33,multi,BD
t10_b.md,10,Основы геоэкологических исследований,Базовый,34,multi,BD
t10_b.md,10,Основы геоэкологических исследований,Базовый,35,multi,BD
t10_b.md,10,Основы геоэкологических исследований,Базовый,36,match,"1-C, 2-B, 3-A, 4-D"
t10_b.md,10,Основы геоэкологических исследований,Базовый,37,match,"1-B, 2-C, 3-D, 4-A"
t10_b.md,10,Основы геоэкологических исследований,Базовый,38,match,"1-B, 2-C, 3-A, 4-D"
t10_b.md,10,Основы геоэкологических исследований,Базовый,39,match,"1-A, 2-C, 3-D, 4-B"
t10_b.md,10,Основы геоэкологических исследований,Базовый,40,match,"1-D, 2-C, 3-B, 4-A"
t10_m.md,10,Основы геоэкологических исследований,Средний,1,single,B
t10_m.md,10,Основы геоэкологических исследований,Средний,2,single,C
t10_m.md,10,Основы геоэкологических исследований,Средний,3,single,C
t10_m.md,10,Основы геоэкологических исследований,Средний,4,single,C
t10_m.md,10,Основы геоэкологических исследований,Средний,5,single,B
t10_m.md,10,Основы геоэкологических исследований,Средний,6,single,B
t10_m.md,10,Основы геоэкологических исследований,Средний,7,single,B
t10_m.md,10,Основы геоэкологических исследований,Средний,8,single,C
t10_m.md,10,Основы геоэкологических исследований,Средний,9,single,D
t10_m.md,10,Основы геоэкологических исследований,Средний,10,single,A
t10_m.md,10,Основы геоэкологических исследований,Средний,11,single,A
t10_m.md,10,Основы геоэкологических исследований,Средний,12,single,C
t10_m.md,10,Основы геоэкологических исследований,Средний,13,single,D
t10_m.md,10,Основы геоэкологических исследований,Средний,14,single,B
t10_m.md,10,Основы геоэкологических исследований,Средний,15,single,D
t10_m.md,10,Основы геоэкологических исследований,Средний,16,single,C
t10_m.md,10,Основы геоэкологических исследований,Средний,17,single,B
t10_m.md,10,Основы геоэкологических исследований,Средний,18,single,C
t10_m.md,10,Основы геоэкологических исследований,Средний,19,single,D
t10_m.md,10,Основы геоэкологических исследований,Средний,20,single,B
t10_m.md,10,Основы геоэкологических исследований,Средний,21,single,D
t10_m.md,10,Основы геоэкологических исследований,Средний,22,single,D
t10_m.md,10,Основы геоэкологических исследований,Средний,23,single,D
