file,question_no,type,answer,explanation
t12_b.md,38,matching,"1-C, 2-A, 3-B, 4-C",Соответствие между понятием и правилом.
t12_b.md,39,matching,"1-A, 2-D, 3-C, 4-A",Соответствие между понятием и правилом.
t12_b.md,40,matching,"1-A, 2-D, 3-C, 4-A",Соответствие между понятием и правилом.
t12_m.md,1,single,B,a_n=a_1+(n-1)d.
t12_m.md,2,single,E,b_n=b_1*q^(n-1).
t12_m.md,3,single,E,a_n=a_1+(n-1)d.
t12_m.md,4,single,E,b_n=b_1*q^(n-1).
t12_m.md,5,single,C,a_n=a_1+(n-1)d.
t12_m.md,6,single,A,b_n=b_1*q^(n-1).
t12_m.md,7,single,C,a_n=a_1+(n-1)d.
t12_m.md,8,single,A,b_n=b_1*q^(n-1).
t12_m.md,9,single,E,a_n=a_1+(n-1)d.
t12_m.md,10,single,E,b_n=b_1*q^(n-1).
t12_m.md,11,single,D,a_n=a_1+(n-1)d.
t12_m.md,12,single,A,b_n=b_1*q^(n-1).
t12_m.md,13,single,A,a_n=a_1+(n-1)d.
t12_m.md,14,single,A,b_n=b_1*q^(n-1).
t12_m.md,15,single,E,a_n=a_1+(n-1)d.
t12_m.md,16,single,E,b_n=b_1*q^(n-1).
t12_m.md,17,single,B,a_n=a_1+(n-1)d.
t12_m.md,18,single,A,b_n=b_1*q^(n-1).
t12_m.md,19,single,D,a_n=a_1+(n-1)d.
t12_m.md,20,single,A,b_n=b_1*q^(n-1).
t12_m.md,21,single,B,a_n=a_1+(n-1)d.
t12_m.md,22,single,B,b_n=b_1*q^(n-1).
t12_m.md,23,single,B,a_n=a_1+(n-1)d.
t12_m.md,24,single,A,b_n=b_1*q^(n-1).
t12_m.md,25,single,D,a_n=a_1+(n-1)d.
t12_m.md,26,context_single,A,b_n=b_1*q^(n-1).
t12_m.md,27,context_single,B,a_n=a_1+(n-1)d.
t12_m.md,28,context_single,D,b_n=b_1*q^(n-1).
t12_m.md,29,context_single,B,a_n=a_1+(n-1)d.
t12_m.md,30,context_single,B,b_n=b_1*q^(n-1).
t12_m.md,31,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t12_m.md,32,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t12_m.md,33,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t12_m.md,34,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t12_m.md,35,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t12_m.md,36,matching,"1-C, 2-A, 3-B, 4-C",Соответствие между понятием и правилом.
t12_m.md,37,matching,"1-A, 2-C, 3-D, 4-A",Соответствие между понятием и правилом.
t12_m.md,38,matching,"1-A, 2-D, 3-C, 4-A",Соответствие между понятием и правилом.
t12_m.md,39,matching,"1-A, 2-C, 3-D, 4-A",Соответствие между понятием и правилом.
t12_m.md,40,matching,"1-B, 2-A, 3-C, 4-B",Соответствие между понятием и правилом.
t12_h.md,1,single,D,a_n=a_1+(n-1)d.
t12_h.md,2,single,C,b_n=b_1*q^(n-1).
t12_h.md,3,single,E,a_n=a_1+(n-1)d.
t12_h.md,4,single,A,b_n=b_1*q^(n-1).
t12_h.md,5,single,A,a_n=a_1+(n-1)d.
t12_h.md,6,single,B,b_n=b_1*q^(n-1).
t12_h.md,7,single,C,a_n=a_1+(n-1)d.
t12_h.md,8,single,D,b_n=b_1*q^(n-1).
t12_h.md,9,single,B,a_n=a_1+(n-1)d.
t12_h.md,10,single,A,b_n=b_1*q^(n-1).
t12_h.md,11,single,B,a_n=a_1+(n-1)d.
t12_h.md,12,single,B,b_n=b_1*q^(n-1).
t12_h.md,13,single,E,a_n=a_1+(n-1)d.
t12_h.md,14,single,E,b_n=b_1*q^(n-1).
t12_h.md,15,single,E,a_n=a_1+(n-1)d.
t12_h.md,16,single,B,b_n=b_1*q^(n-1).
t12_h.md,17,single,E,a_n=a_1+(n-1)d.
t12_h.md,18,single,D,b_n=b_1*q^(n-1).
t12_h.md,19,single,B,a_n=a_1+(n-1)d.
t12_h.md,20,single,B,b_n=b_1*q^(n-1).
t12_h.md,21,single,E,a_n=a_1+(n-1)d.
t12_h.md,22,single,B,b_n=b_1*q^(n-1).
t12_h.md,23,single,A,a_n=a_1+(n-1)d.
t12_h.md,24,single,E,b_n=b_1*q^(n-1).
t12_h.md,25,single,D,a_n=a_1+(n-1)d.
t12_h.md,26,context_single,E,b_n=b_1*q^(n-1).
t12_h.md,27,context_single,B,a_n=a_1+(n-1)d.
t12_h.md,28,context_single,A,b_n=b_1*q^(n-1).
t12_h.md,29,context_single,B,a_n=a_1+(n-1)d.
t12_h.md,30,context_single,B,b_n=b_1*q^(n-1).
t12_h.md,31,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t12_h.md,32,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t12_h.md,33,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t12_h.md,34,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t12_h.md,35,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t12_h.md,36,matching,"1-C, 2-A, 3-B, 4-C",Соответствие между понятием и правилом.
t12_h.md,37,matching,"1-B, 2-C, 3-A, 4-B",Соответствие между понятием и правилом.
t12_h.md,38,matching,"1-B, 2-A, 3-D, 4-B",Соответствие между понятием и правилом.
t12_h.md,39,matching,"1-A, 2-C, 3-B, 4-A",Соответствие между понятием и правилом.
t12_h.md,40,matching,"1-B, 2-A, 3-D, 4-B",Соответствие между понятием и правилом.
t13_b.md,1,single,D,Производная x^n равна n*x^(n-1).
t13_b.md,2,single,E,x=8
t13_b.md,3,single,C,a_n=a_1+(n-1)d.
t13_b.md,4,single,B,Производная x^n равна n*x^(n-1).
t13_b.md,5,single,D,x=-3
t13_b.md,6,single,C,a_n=a_1+(n-1)d.
t13_b.md,7,single,B,Производная x^n равна n*x^(n-1).
t13_b.md,8,single,C,x=1
t13_b.md,9,single,A,a_n=a_1+(n-1)d.
t13_b.md,10,single,E,Производная x^n равна n*x^(n-1).
t13_b.md,11,single,D,x=1
